333;НаКарту;775905430976;889;19795
337;1WM;;0;147475
341;WMStream;185657319746;1607;11509
342;Обменка;820680149301;945;76314
343;WmzUa;215799348204;629;11966
346;UltraChange;444517849111;276;73549
349;AlphaPay24;;0;2131464
351;ExchangeBox;;0;0
356;Обменкин;183146821292;542;13639
357;Changex;;0;146484
359;UniObmen;;0;7935
362;D-Obmen;;0;98475
364;N-Obmen;;0;10178
367;Pro100obmen;770597652373;31;0
370;Obmenneg;426424364533;884;20224
372;HotExchange;;0;125417
374;Echange;401537073488;836;18879
375;CashTransfers;123974018633;79;8835
380;FavoriteExchanger;266156638013;975;0
381;ObmenAT;297157965491;1148;243526
383;Bitcoin-Обмен;;0;12963
385;ChangeMoney24;;0;5039931
386;Exch-em;293780842620;1006;8322
387;365Cash;;0;210523
613;JoJoCash;320198009083;316;273581
391;NXT;;0;264716
399;WmzBy;491088628726;334;1495
402;Trust-Changer;;0;125198
405;OpenChange;;0;763046
409;5Минут;157677488095;344;5900
410;MonsterChange;118012911690;1079;0
411;BTCBank;;0;76838
412;WW-Pay;;0;962852
413;Pay-Exchange;379391639079;865;12
417;24PayBank;;0;1506386
419;24-Exchange;149626690118;2156;53792
418;ArbitrCoin;;0;193831
421;Receive-Money;;0;104933
426;КазОбмен;104803719187;425;4422
425;WealthPay;;0;75941675
427;IgnExchange;391522515065;404;23332
430;CoinToCard;;0;177233
433;Smart-Pays;;0;533178
436;RealExchange;271040623560;691;0
437;RuChange;;0;33743
438;WestChange;178795325939;552;168674
440;SimplExchange;;0;62127
439;Makoli;;0;28227
441;PMCash;;0;95018
444;Конверт;;0;302795
446;WM-Obmen24;763916937155;813;10488
447;SpbWMCasher;049282223299;319;9298
448;UltraObmen;;0;18868
451;AlfaWM;397123883693;819;31355
450;Cashinout;153941855775;3038;268188
454;ByWare;338563653533;724;0
456;SafePay;196907527892;907;19504
455;FehuPay;;0;56455
457;МеняйПро;;0;0
460;Lionex;;0;9177
459;Trust-Deal;593677235390;1053;13883
461;UltraGold;236612479074;668;1336
466;BtcChange24;;0;1081045
464;MegaChange;380536951311;663;7658
467;GoodObmen;;0;38138
468;Magnatus;;0;113684
469;MasterChange;238890286272;1395;0
470;PayToChina;;0;0
471;ChBy;;0;0
472;Changer4u;;0;179585
473;ImExchanger;;0;1290820
474;SuperChangeNet;;0;14126
475;ObmenPP;;0;115733
478;Coinex24;;0;41436
483;PokPay;;0;0
488;FastChange;;0;561634
486;Обменио;;0;3479
490;O-Paxum;;0;56411
498;Kraken;;0;0
499;Ecoin;;0;0
502;OkCoin;;0;0
500;BitStamp;;0;0
491;WEX;;0;0
497;Cexio;;0;0
496;Bitfinex;;0;0
492;Poloniex;;0;0
495;LiveCoin;;0;0
501;ItBit;;0;0
494;Exmo;;0;0
503;HitBtc;;0;0
505;CryptoMate;;0;0
508;Gemini;;0;0
507;Bitkonan;;0;0
506;Bitlish;;0;0
510;Binance;;0;0
509;TheRockTrading;;0;0
511;Bittrex;;0;0
512;CoinBase;;0;0
513;BitBay;;0;0
514;C-Cex;;0;0
515;YoBit;;0;0
517;BaksMan;;0;2252897
521;Шахта;;0;866961
522;Касса;;0;694206
519;BitExchanger;;0;4553488
524;100Btc;;0;23135256
683;XeBit;775628439587;303;21475
526;FastExchange;;0;77522
528;WmExpress;;0;25525
529;LuxObmenka;165881930154;825;22869
531;FastWM;176080725420;770;18589
532;QuickChange;;0;263688
533;2x2Change;;0;305881
536;WuBill;;0;0
535;BitPayeers;;0;39487
537;100BtcKiev;;0;280832
538;50Cents;;0;29932
539;NewLine;;0;6663525
544;Банкомат;;0;1699014
541;Star5Exchange;;0;63958
540;CryptoPay24;;0;96644
543;UkrWebTransfer;430892468345;1784;4437
547;Обменник24;;0;120458
546;NetEx24;;0;179905
548;ObmenTop;191116885147;449;8216
550;PayBis;;0;2011892
551;RocketChange;697747012700;721;167054
552;WmBlr;215095201536;977;725
554;GreenCashWM;342364964284;280;0
555;Cashex;;0;76826
556;ObmennCom;;0;10434
558;1Exchanger;670481125823;510;9683
559;MinedTrade;;0;167957
560;MegaBestObmen;;0;5502
561;BetaTransfer;;0;21682
562;Z-Exchange;;0;4739
564;Babasiki;355685642804;819;94271
598;BTC2CC;;0;100000
565;Transfer24;;0;105983
566;GetExchange;243633864016;442;24420
567;Coin-Bank;;0;12166
573;Биткоин24;;0;6609
575;Your-Coins;;0;9343
577;Bit-Обменка;;0;0
579;ShapeShift;;0;0
582;Обмен24;929821584599;777;23562
583;SBitcoin;;0;4346395
584;F-Change;;0;183091
585;ObmenoFF;;0;99499
586;КэшБанк;;0;4440212
587;Payforia;;0;0
589;ObmenTech;421609434468;1018;90442
588;7Money;;0;44320
594;CC2Cashin;;0;548699
590;ExMoney;;0;33744
597;CC2WM;;0;100000
593;PM2CC;;0;100000
595;CC2BTC;;0;395427
591;CC2PM;;0;100000
599;iChanger;360880458968;779;97989
602;Zanachka-Pay;;0;14589
604;BestObmen;;0;7684
608;GeeExchange;;0;106555
606;CryptoMoney;;0;77302
605;Buy-Bitcoins;;0;2515001
607;60сек;;0;1062540
610;WMBlrClub;215095201536;977;291
609;ObmenMoney;279259009479;467;18815
611;ChangerClub;;0;51229
612;Changelly;;0;0
614;El-Change;;0;54551
615;Pocket-Exchange;;0;37566
619;LeoExchanger;;0;34267
630;GoodExchanger;;0;44614
620;4Exchange;;0;123792
621;Pay-Today;;0;60584
618;24BestEx;;0;171914
624;VV-Obmen;;0;17410
622;ProstoCash;;0;1501512
625;PayGet;;0;468411
631;Exchanger-em;;0;5032
629;MonEx;189133223119;370;18927
626;Best-Obmen;;0;0
628;Incrypto;;0;13
669;CoinHubb;;0;0
640;BTC2Pay;;0;10180
632;Midas24;;0;504
636;WorldChange;;0;109913
644;UniEx;;0;44131
664;TierraPay;;0;14484
639;Валютчик;;0;408
646;XchangeMoney;154427020423;993;5399
667;BitMonsters;;0;6782
645;BtcBit;;0;650545
680;TopObmen;112969914476;521;10196
681;CryptoHome;;0;182131
635;Staff-Obmen;;0;3597
633;YChanger;;0;1414287
637;EuroBitcoins;;0;300652
671;RootPay;880322840330;521;714286
634;BestCoin;;0;221653
668;MyCryptoMarket;;0;54303
648;LiCash;058193588903;97;5218
650;Real-Bit;;0;0
638;Bitcoin24SU;;0;0
679;ExchangeBlue;;0;0
642;BuyBit;;0;0
641;MarketCoin;;0;50423
674;All24;;0;23616
678;Ym-Change;;0;1169
673;Smart-Obmen;;0;0
666;1Обмен;;0;35992
675;E-Armor;;0;0
656;DBChange;;0;3371629
655;BitStore;;0;8120
659;1-Online;;0;2146914
665;Perfect-Change;;0;8998
670;FastEx;;0;0
652;LasloBit;;0;836573
653;BTC-Online;;0;49367
651;Монетка;702499140547;273;294
657;Easy-Changer;;0;36125
661;Ферма;;0;63454
663;OwlChange;;0;24627
677;Bitcoin24Exchange;;0;9531
654;Ru-Bas;;0;9615
660;FlyChange;290933993890;615;185464
662;CashOnline;;0;32237
693;CryptoBroker;;0;742387
672;99Francs;;0;418992
676;Иеремия76;;0;1366
658;BtcTenge;;0;46641
686;Nebeus;;0;956107
695;BTC-Обменник;;0;6846
697;ChangeTime;828193256536;264;3348
687;WikiPays;;0;115515
700;СамСебеБосс;316085552949;17;2055
690;Fair-Exchange;413428403759;86;8727
685;BitCash;;0;39322
684;100Bitcoins;;0;48447
694;BPay;901325418867;658;122918
692;C1kWorld;;0;581634
688;ExchangeExpress;279259009479;467;2791
691;iPay24;;0;8608
699;BitPro;;0;47091
